,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,RC,DRC,PC,DPC,Domain,Vocabulary
,45590383,V91.38XS,"Hit or struck by falling object due to accident to other unpowered watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590381,V91.24XD,"Fall due to collision between sailboat and other watercraft or other object, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45590380,V91.19XS,"Crushed between unspecified watercraft and other watercraft or other object due to collision, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590378,V91.07XS,"Burn due to water-skis on fire, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590376,V90.88XS,"Drowning and submersion due to other accident to other unpowered watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590375,V90.80XS,"Drowning and submersion due to other accident to merchant ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590373,V90.31XS,"Drowning and submersion due to falling or jumping from crushed passenger ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590371,V90.25XS,"Drowning and submersion due to falling or jumping from burning canoe or kayak, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590369,V90.20XS,"Drowning and submersion due to falling or jumping from burning merchant ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590368,V90.10XS,"Drowning and submersion due to merchant ship sinking, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590365,V89.1XXS,"Person injured in unspecified nonmotor-vehicle accident, nontraffic, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590346,V85.9XXA,"Unspecified occupant of special construction vehicle injured in nontraffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590344,V84.3XXD,"Unspecified occupant of special agricultural vehicle injured in traffic accident, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590342,V83.7XXA,"Person on outside of special industrial vehicle injured in nontraffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590340,V83.2XXS,"Person on outside of special industrial vehicle injured in traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590339,V82.6XXA,"Occupant of streetcar injured by fall from streetcar, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590338,V82.5XXA,"Occupant of streetcar injured by fall in streetcar, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590337,V82.4XXS,"Person injured while boarding or alighting from streetcar, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590335,V81.0XXD,"Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590333,V80.790S,"Animal-rider injured in collision with other nonmotor vehicles, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590192,V19.88XA,"Pedal cyclist (driver) (passenger) injured in other specified transport accidents, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590185,V17.5XXS,"Pedal cycle passenger injured in collision with fixed or stationary object in traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590183,V16.9XXS,"Unspecified pedal cyclist injured in collision with other nonmotor vehicle in traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590181,V16.5XXS,"Pedal cycle passenger injured in collision with other nonmotor vehicle in traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590178,V15.3XXS,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590153,V00.898S,"Other accident on other pedestrian conveyance, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590151,V00.832S,"Motorized mobility scooter colliding with stationary object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590150,V00.381D,"Fall from other flat-bottomed pedestrian conveyance, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45590149,V00.321S,"Fall from snow-skis, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590148,V00.318D,"Other snowboard accident, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45590147,V00.311D,"Fall from snowboard, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45590146,V00.281S,"Fall from other gliding-type pedestrian conveyance, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590145,V00.211S,"Fall from ice-skates, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590144,V00.151D,"Fall from heelies, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45590143,V00.142S,"Scooter (nonmotorized) colliding with stationary object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45590141,V00.132S,"Skateboarder colliding with stationary object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585694,Y33.XXXS,"Other specified events, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585691,Y29.XXXS,"Contact with blunt object, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585690,Y28.8XXS,"Contact with other sharp object, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585687,Y23.2XXS,"Military firearm discharge, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585686,Y23.1XXS,"Hunting rifle discharge, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585652,X11.8XXS,"Contact with other hot tap-water, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585638,W69.XXXS,"Accidental drowning and submersion while in natural water, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585614,W50.3XXD,"Accidental bite by another person, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585613,W50.1XXD,"Accidental kick by another person, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585612,W36.9XXS,"Explosion and rupture of unspecified gas cylinder, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585608,W34.118S,"Accidental malfunction of other gas, air or spring-operated gun, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585606,W33.19XS,"Accidental malfunction of other larger firearm, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585604,W33.13XS,"Accidental malfunction of machine gun, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585600,W30.81XS,"Contact with agricultural transport vehicle in stationary use, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585599,W30.1XXS,"Contact with power take-off devices (PTO), sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585598,W29.8XXS,"Contact with other powered hand tools and household machinery, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585593,W22.12XS,"Striking against or struck by front passenger side automobile airbag, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585592,W22.042S,"Striking against wall of swimming pool causing other injury, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585587,W19.XXXS,"Unspecified fall, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585586,W18.11XS,"Fall from or off toilet without subsequent striking against object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585585,W18.00XS,"Striking against unspecified object with subsequent fall, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585583,W17.82XA,"Fall from (out of) grocery cart, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585580,W16.322S,"Fall into other water striking bottom causing other injury, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585579,W16.022S,"Fall into swimming pool striking bottom causing other injury, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585575,W11.XXXS,"Fall on and from ladder, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585574,W10.8XXD,"Fall (on) (from) other stairs and steps, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585573,W10.2XXD,"Fall (on)(from) incline, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585571,W06.XXXS,"Fall from bed, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585569,W01.119S,"Fall on same level from slipping, tripping and stumbling with subsequent striking against unspecified sharp object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585567,W01.0XXS,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585566,W00.9XXS,"Unspecified fall due to ice and snow, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585561,V96.8XXS,"Other nonpowered-aircraft accidents injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585551,V95.32XS,"Forced landing of commercial fixed-wing aircraft injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585549,V95.19XS,"Other ultralight, microlight or powered-glider accident injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585548,V95.12XS,"Forced landing of ultralight, microlight or powered-glider injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585547,V95.03XS,"Helicopter collision injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585546,V94.89XS,"Other water transport accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585545,V94.4XXS,"Injury to barefoot water-skier, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585544,V93.63XS,"Machinery accident on board other powered watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585539,V93.34XA,"Fall on board sailboat, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585538,V93.30XA,"Fall on board merchant ship, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585532,V92.10XS,"Drowning and submersion due to being thrown overboard by motion of merchant ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585531,V92.09XS,"Drowning and submersion due to fall off unspecified watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585530,V91.87XS,"Other injury due to other accident to water-skis, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585528,V91.35XS,"Hit or struck by falling object due to accident to canoe or kayak, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585527,V91.23XD,"Fall due to collision between other powered watercraft and other watercraft or other object, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585526,V91.22XA,"Fall due to collision between fishing boat and other watercraft or other object, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585518,V90.29XS,"Drowning and submersion due to falling or jumping from unspecified burning watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585517,V90.16XS,"Drowning and submersion due to (nonpowered) inflatable craft sinking, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585516,V90.12XS,"Drowning and submersion due to fishing boat sinking, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585507,V85.4XXA,"Person injured while boarding or alighting from special construction vehicle, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585506,V84.9XXA,"Unspecified occupant of special agricultural vehicle injured in nontraffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585505,V83.4XXS,"Person injured while boarding or alighting from special industrial vehicle, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585504,V83.4XXA,"Person injured while boarding or alighting from special industrial vehicle, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585503,V82.9XXS,"Occupant of streetcar injured in unspecified traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585502,V82.8XXD,"Occupant of streetcar injured in other specified transport accidents, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585501,V82.3XXD,"Occupant of streetcar injured in collision with other object, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585499,V82.0XXD,"Occupant of streetcar injured in collision with motor vehicle in nontraffic accident, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585498,V82.0XXA,"Occupant of streetcar injured in collision with motor vehicle in nontraffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585496,V81.4XXS,"Person injured while boarding or alighting from railway train or railway vehicle, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585495,V81.4XXA,"Person injured while boarding or alighting from railway train or railway vehicle, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585492,V80.721S,"Occupant of animal-drawn vehicle injured in collision with other animal-drawn vehicle, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585488,V80.018S,"Animal-rider injured by fall from or being thrown from other animal in noncollision accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585378,V19.9XXS,"Pedal cyclist (driver) (passenger) injured in unspecified traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585376,V18.3XXS,"Person boarding or alighting a pedal cycle injured in noncollision transport accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585373,V16.4XXS,"Pedal cycle driver injured in collision with other nonmotor vehicle in traffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585364,V10.3XXA,"Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585360,V05.92XS,"Pedestrian on skateboard injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585358,V05.02XS,"Pedestrian on skateboard injured in collision with railway train or railway vehicle in nontraffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585349,V01.90XS,"Pedestrian on foot injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585345,V00.228A,"Other sled accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585344,V00.151A,"Fall from heelies, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585343,V00.131D,"Fall from skateboard, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45585342,V00.122S,"Non-in-line roller-skater colliding with stationary object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45585181,T71.151S,"Asphyxiation due to smothering in furniture, accidental, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580898,Y27.8XXS,"Contact with other hot objects, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580894,Y26.XXXS,"Exposure to smoke, fire and flames, undetermined intent, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580858,X15.2XXS,"Contact with hotplate, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580843,W90.8XXS,"Exposure to other nonionizing radiation, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580840,W73.XXXS,"Other specified cause of accidental non-transport drowning and submersion, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580816,W39.XXXS,"Discharge of firework, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580813,W35.XXXS,"Explosion and rupture of boiler, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580809,W33.01XS,"Accidental discharge of shotgun, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580808,W31.81XS,"Contact with recreational machinery, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580804,W29.1XXS,"Contact with electric knife, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580803,W27.1XXS,"Contact with garden tool, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580800,W23.0XXS,"Caught, crushed, jammed, or pinched between moving objects, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580795,W21.12XS,"Struck by tennis racquet, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580792,W18.49XS,"Other slipping, tripping and stumbling without falling, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580790,W18.41XS,"Slipping, tripping and stumbling without falling due to stepping on object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580787,W17.8,Other fall from one level to another,4-char nonbill code,Non-Standard,12/29/2006,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580780,W16.312S,"Fall into other water striking water surface causing other injury, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580777,W15.XXXS,"Fall from cliff, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580774,W10.1XXS,"Fall (on)(from) sidewalk curb, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580768,W00.9XXA,"Unspecified fall due to ice and snow, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580767,W00.0XXD,"Fall on same level due to ice and snow, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580766,V98.3XXS,"Accident to, on or involving ski lift, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580765,V97.1XXA,"Person injured while boarding or alighting from aircraft, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580763,V96.24XS,"Glider (nonpowered) fire injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580762,V96.21XS,"Glider (nonpowered) crash injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580760,V96.20XS,"Unspecified glider (nonpowered) accident injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580759,V96.14XS,"Hang-glider fire injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580751,V95.15XS,"Ultralight, microlight or powered-glider explosion injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580750,V95.13XS,"Ultralight, microlight or powered-glider collision injuring occupant, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580748,V94.811S,"Civilian in water injured by military watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580740,V93.44XS,"Struck by falling object on sailboat, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580737,V93.36XS,"Fall on board (nonpowered) inflatable craft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580736,V93.31XS,"Fall on board passenger ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580735,V93.30XS,"Fall on board merchant ship, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580734,V93.04XS,"Burn due to localized fire on board sailboat, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580733,V92.08XS,"Drowning and submersion due to fall off other unpowered watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580728,V91.25XD,"Fall due to collision between canoe or kayak and other watercraft or other object, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580727,V91.20XD,"Fall due to collision between merchant ship and other watercraft or other object, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,ICD10CM
,45580722,V90.89XS,"Drowning and submersion due to other accident to unspecified watercraft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580720,V90.82XS,"Drowning and submersion due to other accident to fishing boat, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580718,V90.36XS,"Drowning and submersion due to falling or jumping from crushed (nonpowered) inflatable craft, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580717,V90.35XS,"Drowning and submersion due to falling or jumping from crushed canoe or kayak, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580716,V90.34XS,"Drowning and submersion due to falling or jumping from crushed sailboat, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580689,V85.3XXA,"Unspecified occupant of special construction vehicle injured in traffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580687,V83.9XXA,"Unspecified occupant of special industrial vehicle injured in nontraffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580686,V83.3XXD,"Unspecified occupant of special industrial vehicle injured in traffic accident, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580685,V82.9XXA,"Occupant of streetcar injured in unspecified traffic accident, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580684,V82.7XXA,"Occupant of streetcar injured in derailment without antecedent collision, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580683,V82.5XXD,"Occupant of streetcar injured by fall in streetcar, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580682,V82.4XXA,"Person injured while boarding or alighting from streetcar, initial encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580681,V81.83XD,"Occupant of railway train or railway vehicle injured due to collision with military vehicle, subsequent encounter",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
,45580680,V81.3XXS,"Occupant of railway train or railway vehicle injured in collision with other object, sequela",7-char billing code,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Condition,ICD10CM
